car_number,work_time,start_CP,trips_count,trips_start_time,
1,620,1,6,330,404,484,588,876,950
2,264,1,4,340,416,498,604
3,824,0,10,350,424,516,610,688,768,918,996,1072,1174
4,1005,1,10,350,428,512,872,952,1030,1110,1198,1281,1355
5,828,0,10,360,436,532,630,708,788,926,1002,1080,1188
6,864,1,8,360,435,520,892,968,1043,1130,1224
7,835,0,10,368,442,540,640,720,798,934,1008,1096,1203
8,872,1,8,368,442,528,910,989,1064,1150,1240
9,842,0,10,376,456,556,664,744,818,942,1020,1104,1218
10,614,1,6,376,456,544,620,912,990
11,849,0,10,384,463,564,676,756,838,958,1032,1122,1233
12,913,1,11,384,463,552,628,736,816,894,974,1052,1152,1297
13,937,0,11,391,470,572,688,768,848,966,1045,1142,1249,1328
14,628,1,6,391,470,560,636,944,1019
15,915,0,10,398,477,580,700,780,858,1025,1100,1210,1313
16,931,1,11,398,477,568,644,748,828,903,982,1060,1162,1329
17,867,1,10,405,484,576,652,758,840,920,998,1076,1272
18,935,0,10,410,491,596,712,792,867,1031,1120,1256,1345
19,638,1,6,412,492,584,660,975,1050
20,866,1,10,418,500,592,668,778,852,928,1005,1084,1284
21,667,1,6,421,508,600,678,1014,1088
22,922,0,9,422,505,862,936,1012,1092,1174,1265,1344
23,866,1,10,430,524,620,698,808,882,960,1037,1140,1296
24,436,0,6,449,536,612,724,804,885
25,863,1,10,449,548,652,732,828,902,982,1057,1162,1312
26,86,1,2,1026,1112
27,94,1,2,1038,1132
28,118,1,2,1068,1186
