car_number,work_time,start_CP,trips_count,trips_start_time,
1,886,1,16,320,374,420,478,540,598,652,698,778,850,896,972,1021,1072,1154,1206
2,916,1,16,330,386,440,502,554,612,670,732,796,868,920,992,1039,1088,1186,1246
3,864,1,15,338,396,452,514,568,626,688,750,812,886,932,1002,1048,1096,1202
4,294,1,6,346,406,464,528,584,640
5,932,0,8,350,396,456,512,1056,1126,1188,1282
6,764,1,14,354,414,476,542,600,654,706,770,828,904,956,1018,1068,1118
7,650,0,8,362,412,714,760,830,884,960,1012
8,798,1,8,362,422,870,948,1002,1048,1114,1160
9,913,1,16,369,430,488,556,616,668,724,790,842,920,968,1025,1078,1130,1234,1282
10,772,1,8,378,438,500,570,992,1040,1102,1150
11,841,1,8,387,446,908,982,1030,1080,1170,1228
12,896,1,16,404,466,526,584,634,682,742,810,856,934,980,1032,1090,1145,1250,1300
13,834,1,8,430,490,944,1010,1058,1106,1218,1264
14,236,0,4,1064,1140,1210,1300
15,150,0,3,1170,1266,1320
